N�MERO_PEDIDO;QUANTIDADE_ENCOMENDADA; PRE�O_CADA ;N�MERO_LINHA_ORDEM; VENDA ;DATA_PEDIDO;STATUS;LINHA_PRODUTO;NOME_CLIENTE;ENDERE�O;CIDADE;PAIS;CONTATO_SOBRENOME;CONTATO_NOME;TAMANHO_NEG�CIO
10181;27; $200,41 ;14; $5.411,07 ;12/11/2018;Shipped;Classic Cars;Herkku Gifts;Drammen 121, PR 744 Sentrum;Bergen;Norway;Oeztan;Veysel;Medium
10191;21; $182,90 ;3; $3.840,90 ;20/11/2018;Shipped;Classic Cars;Toms Spezialitten, Ltd;Mehrheimerstr. 369;Koln;Germany;Pfalzheim;Henriette;Medium
10203;20; $196,52 ;8; $3.930,40 ;02/12/2018;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10211;41; $182,90 ;2; $7.498,90 ;15/01/2019;Shipped;Classic Cars;Auto Canal Petit;25, rue Lauriston;Paris;France;Perrier;Dominique;Large
10225;27; $167,33 ;9; $4.517,91 ;22/02/2019;Shipped;Classic Cars;Vida Sport, Ltd;Grenzacherweg 237;Gensve;Switzerland;Holz;Michael;Medium
10238;28; $206,24 ;3; $5.774,72 ;09/04/2019;Shipped;Classic Cars;Danish Wholesale Imports;Vinb'ltet 34;Kobenhavn;Denmark;Petersen;Jytte;Medium
10253;24; $163,44 ;13; $3.922,56 ;01/06/2019;Cancelled;Classic Cars;UK Collectables, Ltd.;Berkeley Gardens 12  Brewery;Liverpool;UK;Devon;Elizabeth;Medium
10266;44; $208,19 ;14; $9.160,36 ;06/07/2019;Shipped;Classic Cars;L'ordine Souveniers;Strada Provinciale 124;Reggio Emilia;Italy;Moroni;Maurizio;Large
10276;50; $192,62 ;3; $9.631,00 ;02/08/2019;Shipped;Classic Cars;Online Mini Collectables;7635 Spinnaker Dr.;Brickhaven;USA;Barajas;Miguel;Large
10287;21; $163,44 ;12; $3.432,24 ;30/08/2019;Shipped;Classic Cars;Vida Sport, Ltd;Grenzacherweg 237;Gensve;Switzerland;Holz;Michael;Medium
10300;33; $167,33 ;5; $5.521,89 ;04/10/2018;Shipped;Classic Cars;Blauer See Auto, Co.;Lyonerstr. 34;Frankfurt;Germany;Keitel;Roland;Medium
10310;33; $210,14 ;10; $6.934,62 ;16/10/2019;Shipped;Classic Cars;Toms Spezialitten, Ltd;Mehrheimerstr. 369;Koln;Germany;Pfalzheim;Henriette;Medium
10320;31; $221,81 ;3; $6.876,11 ;03/11/2019;Shipped;Classic Cars;Volvo Model Replicas, Co;Berguvsvgen  8;Lule;Sweden;Berglund;Christina;Medium
10329;41; $71,47 ;5; $2.930,27 ;15/11/2019;Shipped;Classic Cars;Land of Toys Inc.;897 Long Airport Avenue;NYC;USA;Yu;Kwai;Small
10341;45; $79,65 ;2; $3.584,25 ;24/11/2019;Shipped;Classic Cars;Salzburg Collectables;Geislweg 14;Salzburg;Austria;Pipps;Georg;Medium
10363;33; $85,39 ;3; $2.817,87 ;06/01/2020;Shipped;Classic Cars;Suominen Souveniers;Software Engineering Center, SEC Oy;Espoo;Finland;Suominen;Kalle;Small
10375;45; $76,00 ;7; $3.420,00 ;03/02/2020;Shipped;Classic Cars;La Rochelle Gifts;67, rue des Cinquante Otages;Nantes;France;Labrune;Janine;Medium
10389;26; $99,04 ;4; $2.575,04 ;03/03/2020;Shipped;Classic Cars;Scandinavian Gift Ideas;?kergatan 24;Boras;Sweden;Larsson;Maria;Small
10419;12; $163,44 ;13; $1.961,28 ;17/05/2020;Shipped;Classic Cars;Salzburg Collectables;Geislweg 14;Salzburg;Austria;Pipps;Georg;Small
10105;41; $211,96 ;15; $8.690,36 ;11/02/2018;Shipped;Classic Cars;Danish Wholesale Imports;Vinb'ltet 34;Kobenhavn;Denmark;Petersen;Jytte;Large
10117;33; $182,86 ;9; $6.034,38 ;16/04/2018;Shipped;Classic Cars;Dragon Souveniers, Ltd.;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;Singapore;Singapore;Natividad;Eric;Medium
10127;46; $245,20 ;2; $11.279,20 ;03/06/2018;Shipped;Classic Cars;Muscle Machine Inc;4092 Furth Circle;NYC;USA;Young;Jeff;Large
10142;33; $243,13 ;12; $8.023,29 ;08/08/2018;Shipped;Classic Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Large
10153;20; $245,20 ;11; $4.904,00 ;28/09/2018;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10165;44; $195,33 ;3; $8.594,52 ;22/10/2018;Shipped;Classic Cars;Dragon Souveniers, Ltd.;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;Singapore;Singapore;Natividad;Eric;Large
10176;33; $226,50 ;2; $7.474,50 ;06/11/2018;Shipped;Classic Cars;L'ordine Souveniers;Strada Provinciale 124;Reggio Emilia;Italy;Moroni;Maurizio;Large
10185;21; $184,94 ;13; $3.883,74 ;14/11/2018;Shipped;Classic Cars;Mini Creations Ltd.;4575 Hillside Dr.;New Bedford;USA;Tam;Wing C;Medium
10196;47; $189,10 ;5; $8.887,70 ;26/11/2018;Shipped;Classic Cars;Super Scale Inc.;567 North Pendale Street;New Haven;USA;Murphy;Leslie;Large
10208;46; $187,02 ;13; $8.602,92 ;02/01/2019;Shipped;Classic Cars;Saveley & Henriot, Co.;2, rue du Commerce;Lyon;France;Saveley;Mary;Large
10220;32; $224,42 ;2; $7.181,44 ;12/02/2019;Shipped;Classic Cars;Clover Collections, Co.;25 Maiden Lane;Dublin;Ireland;Cassidy;Dean;Large
10231;42; $199,49 ;2; $8.378,58 ;19/03/2019;Shipped;Classic Cars;CAF Imports;Merchants House, 27-30 Merchant's Quay;Madrid;Spain;Fernandez;Jesus;Large
10247;44; $241,05 ;2; $10.606,20 ;05/05/2019;Shipped;Classic Cars;Suominen Souveniers;Software Engineering Center, SEC Oy;Espoo;Finland;Suominen;Kalle;Large
10272;35; $166,24 ;2; $5.818,40 ;20/07/2019;Shipped;Classic Cars;Diecast Classics Inc.;7586 Pompton St.;Allentown;USA;Yu;Kyung;Medium
10282;41; $172,47 ;5; $7.071,27 ;20/08/2019;Shipped;Classic Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Large
10293;46; $182,86 ;8; $8.411,56 ;09/09/2019;Shipped;Classic Cars;Amica Models & Co.;Via Monte Bianco 34;Torino;Italy;Accorti;Paolo;Large
10306;31; $211,96 ;13; $6.570,76 ;14/10/2019;Shipped;Classic Cars;AV Stores, Co.;Fauntleroy Circus;Manchester;UK;Ashworth;Victoria;Medium
10314;38; $209,88 ;5; $7.975,44 ;22/10/2019;Shipped;Classic Cars;Heintze Collectables;Smagsloget 45;Aaarhus;Denmark;Ibsen;Palle;Large
10325;42; $64,00 ;8; $2.688,00 ;05/11/2019;Shipped;Classic Cars;Baane Mini Imports;Erling Skakkes gate 78;Stavern;Norway;Bergulfsen;Jonas;Small
10336;33; $57,22 ;10; $1.888,26 ;20/11/2019;Shipped;Classic Cars;La Corne D'abondance, Co.;265, boulevard Charonne;Paris;France;Bertrand;Marie;Small
10348;48; $52,36 ;8; $2.513,28 ;01/11/2019;Shipped;Classic Cars;Corrida Auto Replicas, Ltd;C/ Araquil, 67;Madrid;Spain;Sommer;Mart¡n;Small
10359;42; $113,44 ;8; $4.764,48 ;15/12/2019;Shipped;Classic Cars;Reims Collectables;59 rue de l'Abbaye;Reims;France;Henriot;Paul;Medium
10371;32; $111,27 ;6; $3.560,64 ;23/01/2020;Shipped;Classic Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10382;34; $112,46 ;10; $3.823,64 ;17/02/2020;Shipped;Classic Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10395;33; $69,12 ;1; $2.280,96 ;17/03/2020;Shipped;Classic Cars;Lyon Souveniers;27 rue du Colonel Pierre Avia;Paris;France;Da Cunha;Daniel;Small
10413;36; $241,05 ;2; $8.677,80 ;05/05/2020;Shipped;Classic Cars;Gift Depot Inc.;25593 South Bay Ln.;Bridgewater;USA;King;Julie;Large
10103;27; $125,74 ;8; $3.394,98 ;29/01/2018;Shipped;Trucks and Buses;Baane Mini Imports;Erling Skakkes gate 78;Stavern;Norway;Bergulfsen;Jonas;Medium
10113;21; $162,64 ;2; $3.415,44 ;26/03/2018;Shipped;Trucks and Buses;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10126;21; $116,17 ;8; $2.439,57 ;28/05/2018;Shipped;Trucks and Buses;Corrida Auto Replicas, Ltd;C/ Araquil, 67;Madrid;Spain;Sommer;Mart¡n;Small
10140;38; $127,10 ;8; $4.829,80 ;24/07/2018;Shipped;Trucks and Buses;Technics Stores Inc.;9408 Furth Circle;Burlingame;USA;Hirano;Juri;Medium
10150;30; $136,67 ;5; $4.100,10 ;19/09/2018;Shipped;Trucks and Buses;Dragon Souveniers, Ltd.;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;Singapore;Singapore;Natividad;Eric;Medium
10164;49; $133,94 ;6; $6.563,06 ;21/10/2018;Resolved;Trucks and Buses;Mini Auto Werke;Kirchgasse 6;Graz;Austria;Mendel;Roland;Medium
10174;43; $158,54 ;1; $6.817,22 ;06/11/2018;Shipped;Trucks and Buses;Australian Gift Network, Co;31 Duncan St. West End;South Brisbane;Australia;Calaghan;Tony;Medium
10183;41; $150,34 ;5; $6.163,94 ;13/11/2018;Shipped;Trucks and Buses;Classic Gift Ideas, Inc;782 First Street;Philadelphia;USA;Cervantes;Francisca;Medium
10194;38; $129,84 ;8; $4.933,92 ;25/11/2018;Shipped;Trucks and Buses;Saveley & Henriot, Co.;2, rue du Commerce;Lyon;France;Saveley;Mary;Medium
10206;28; $144,87 ;3; $4.056,36 ;05/12/2018;Shipped;Trucks and Buses;Canadian Gift Exchange Network;1900 Oak St.;Vancouver;Canada;Tannamuri;Yoshi;Medium
10216;43; $133,94 ;1; $5.759,42 ;02/02/2019;Shipped;Trucks and Buses;Auto Assoc. & Cie.;67, avenue de l'Europe;Versailles;France;Tonini;Daniel;Medium
10229;25; $138,04 ;13; $3.451,00 ;11/03/2019;Shipped;Trucks and Buses;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10245;38; $155,80 ;6; $5.920,40 ;04/05/2019;Shipped;Trucks and Buses;Super Scale Inc.;567 North Pendale Street;New Haven;USA;Murphy;Leslie;Medium
10258;41; $162,64 ;3; $6.668,24 ;15/06/2019;Shipped;Trucks and Buses;Tokyo Collectables, Ltd;2-2-8 Roppongi;Minato-ku;Japan;Shimamura;Akiko;Medium
10270;28; $146,24 ;6; $4.094,72 ;19/07/2019;Shipped;Trucks and Buses;Souveniers And Things Co.;Monitor Money Building, 815 Pacific Hwy;Chatswood;Australia;Huxley;Adrian;Medium
10281;25; $117,54 ;13; $2.938,50 ;19/08/2019;Shipped;Trucks and Buses;Diecast Classics Inc.;7586 Pompton St.;Allentown;USA;Yu;Kyung;Small
10291;41; $155,80 ;8; $6.387,80 ;08/09/2019;Shipped;Trucks and Buses;Scandinavian Gift Ideas;?kergatan 24;Boras;Sweden;Larsson;Maria;Medium
10304;39; $164,00 ;3; $6.396,00 ;11/10/2019;Shipped;Trucks and Buses;Auto Assoc. & Cie.;67, avenue de l'Europe;Versailles;France;Tonini;Daniel;Medium
10313;21; $127,10 ;11; $2.669,10 ;22/10/2019;Shipped;Trucks and Buses;Canadian Gift Exchange Network;1900 Oak St.;Vancouver;Canada;Tannamuri;Yoshi;Small
10322;27; $177,19 ;9; $4.784,13 ;04/11/2019;Shipped;Trucks and Buses;Online Diecast Creations Co.;2304 Long Airport Avenue;Nashua;USA;Young;Valarie;Medium
10347;29; $123,67 ;3; $3.586,43 ;29/11/2019;Shipped;Trucks and Buses;Australian Collectors, Co.;636 St Kilda Road;Melbourne;Australia;Ferguson;Peter;Medium
10357;49; $121,64 ;8; $5.960,36 ;10/12/2019;Shipped;Trucks and Buses;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10370;49; $172,86 ;8; $8.470,14 ;20/01/2020;Shipped;Trucks and Buses;Anna's Decorations, Ltd;201 Miller Street;North Sydney;Australia;O'Hara;Anna;Large
10391;39; $63,20 ;9; $2.464,80 ;09/03/2020;Shipped;Trucks and Buses;Anna's Decorations, Ltd;201 Miller Street;North Sydney;Australia;O'Hara;Anna;Small
10411;40; $155,80 ;6; $6.232,00 ;01/05/2020;Shipped;Trucks and Buses;Quebec Home Shopping Network;43 rue St. Laurent;Montreal;Canada;Fresnisre;Jean;Medium
10424;49; $162,64 ;3; $7.969,36 ;31/05/2020;In Process;Trucks and Buses;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Large
10107;21; $144,60 ;1; $3.036,60 ;24/02/2018;Shipped;Motorcycles;Land of Toys Inc.;897 Long Airport Avenue;NYC;USA;Yu;Kwai;Medium
10121;50; $165,68 ;4; $8.284,00 ;07/05/2018;Shipped;Motorcycles;Reims Collectables;59 rue de l'Abbaye;Reims;France;Henriot;Paul;Large
10134;20; $135,56 ;1; $2.711,20 ;01/07/2018;Shipped;Motorcycles;Lyon Souveniers;27 rue du Colonel Pierre Avia;Paris;France;Da Cunha;Daniel;Small
10145;49; $170,20 ;5; $8.339,80 ;25/08/2018;Shipped;Motorcycles;Toys4GrownUps.com;78934 Hillside Dr.;Pasadena;USA;Young;Julie;Large
10169;35; $132,55 ;13; $4.639,25 ;04/11/2018;Shipped;Motorcycles;Anna's Decorations, Ltd;201 Miller Street;North Sydney;Australia;O'Hara;Anna;Medium
10180;40; $168,69 ;8; $6.747,60 ;11/11/2018;Shipped;Motorcycles;Daedalus Designs Imports;184, chausse de Tournai;Lille;France;Rance;Martine;Medium
10189;28; $161,16 ;1; $4.512,48 ;18/11/2018;Shipped;Motorcycles;Toys4GrownUps.com;78934 Hillside Dr.;Pasadena;USA;Young;Julie;Medium
10211;36; $132,55 ;13; $4.771,80 ;15/01/2019;Shipped;Motorcycles;Auto Canal Petit;25, rue Lauriston;Paris;France;Perrier;Dominique;Medium
10224;43; $141,58 ;6; $6.087,94 ;21/02/2019;Shipped;Motorcycles;Daedalus Designs Imports;184, chausse de Tournai;Lille;France;Rance;Martine;Medium
10237;32; $131,04 ;6; $4.193,28 ;05/04/2019;Shipped;Motorcycles;Vitachrome Inc.;2678 Kingston Rd.;NYC;USA;Frick;Michael;Medium
10251;46; $164,18 ;1; $7.552,28 ;18/05/2019;Shipped;Motorcycles;Tekni Collectables Inc.;7476 Moss Rd.;Newark;USA;Brown;William;Large
10263;48; $134,05 ;1; $6.434,40 ;28/06/2019;Shipped;Motorcycles;Gift Depot Inc.;25593 South Bay Ln.;Bridgewater;USA;King;Julie;Medium
10276;43; $120,50 ;14; $5.181,50 ;02/08/2019;Shipped;Motorcycles;Online Mini Collectables;7635 Spinnaker Dr.;Brickhaven;USA;Barajas;Miguel;Medium
10285;49; $140,08 ;5; $6.863,92 ;27/08/2019;Shipped;Motorcycles;Marta's Replicas Co.;39323 Spinnaker Dr.;Cambridge;USA;Hernandez;Marta;Medium
10299;24; $173,21 ;8; $4.157,04 ;30/09/2019;Shipped;Motorcycles;Toys of Finland, Co.;Keskuskatu 45;Helsinki;Finland;Karttunen;Matti;Medium
10309;26; $179,24 ;4; $4.660,24 ;15/10/2019;Shipped;Motorcycles;Baane Mini Imports;Erling Skakkes gate 78;Stavern;Norway;Bergulfsen;Jonas;Medium
10319;30; $137,06 ;9; $4.111,80 ;03/11/2019;Shipped;Motorcycles;Microscale Inc.;5290 North Pendale Street;NYC;USA;Kuo;Kee;Medium
10329;24; $147,61 ;6; $3.542,64 ;15/11/2019;Shipped;Motorcycles;Land of Toys Inc.;897 Long Airport Avenue;NYC;USA;Yu;Kwai;Medium
10341;55; $147,61 ;8; $8.118,55 ;24/11/2019;Shipped;Motorcycles;Salzburg Collectables;Geislweg 14;Salzburg;Austria;Pipps;Georg;Large
10362;22; $176,23 ;1; $3.877,06 ;05/01/2020;Shipped;Motorcycles;Technics Stores Inc.;9408 Furth Circle;Burlingame;USA;Hirano;Juri;Medium
10375;49; $78,92 ;13; $3.867,08 ;03/02/2020;Shipped;Motorcycles;La Rochelle Gifts;67, rue des Cinquante Otages;Nantes;France;Labrune;Janine;Medium
10388;44; $135,26 ;6; $5.951,44 ;03/03/2020;Shipped;Motorcycles;FunGiftIdeas.com;1785 First Street;New Bedford;USA;Benitez;Violeta;Medium
10403;66; $131,04 ;6; $8.648,64 ;08/04/2020;Shipped;Motorcycles;UK Collectables, Ltd.;Berkeley Gardens 12  Brewery;Liverpool;UK;Devon;Elizabeth;Large
10417;21; $164,18 ;1; $3.447,78 ;13/05/2020;Disputed;Motorcycles;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10104;34; $175,25 ;1; $5.958,50 ;31/01/2018;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10117;43; $137,48 ;10; $5.911,64 ;16/04/2018;Shipped;Classic Cars;Dragon Souveniers, Ltd.;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;Singapore;Singapore;Natividad;Eric;Medium
10127;46; $160,14 ;3; $7.366,44 ;03/06/2018;Shipped;Classic Cars;Muscle Machine Inc;4092 Furth Circle;NYC;USA;Young;Jeff;Large
10142;33; $151,08 ;13; $4.985,64 ;08/08/2018;Shipped;Classic Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10153;42; $128,42 ;12; $5.393,64 ;28/09/2018;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10165;34; $143,53 ;4; $4.880,02 ;22/10/2018;Shipped;Classic Cars;Dragon Souveniers, Ltd.;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;Singapore;Singapore;Natividad;Eric;Medium
10176;47; $178,27 ;3; $8.378,69 ;06/11/2018;Shipped;Classic Cars;L'ordine Souveniers;Strada Provinciale 124;Reggio Emilia;Italy;Moroni;Maurizio;Large
10185;33; $122,37 ;14; $4.038,21 ;14/11/2018;Shipped;Classic Cars;Mini Creations Ltd.;4575 Hillside Dr.;New Bedford;USA;Tam;Wing C;Medium
10196;24; $158,63 ;6; $3.807,12 ;26/11/2018;Shipped;Classic Cars;Super Scale Inc.;567 North Pendale Street;New Haven;USA;Murphy;Leslie;Medium
10208;26; $120,86 ;14; $3.142,36 ;02/01/2019;Shipped;Classic Cars;Saveley & Henriot, Co.;2, rue du Commerce;Lyon;France;Saveley;Mary;Medium
10220;30; $157,12 ;3; $4.713,60 ;12/02/2019;Shipped;Classic Cars;Clover Collections, Co.;25 Maiden Lane;Dublin;Ireland;Cassidy;Dean;Medium
10230;43; $163,17 ;1; $7.016,31 ;15/03/2019;Shipped;Classic Cars;Blauer See Auto, Co.;Lyonerstr. 34;Frankfurt;Germany;Keitel;Roland;Large
10247;25; $175,25 ;3; $4.381,25 ;05/05/2019;Shipped;Classic Cars;Suominen Souveniers;Software Engineering Center, SEC Oy;Espoo;Finland;Suominen;Kalle;Medium
10272;27; $158,63 ;3; $4.283,01 ;20/07/2019;Shipped;Classic Cars;Diecast Classics Inc.;7586 Pompton St.;Allentown;USA;Yu;Kyung;Medium
10282;27; $161,66 ;6; $4.364,82 ;20/08/2019;Shipped;Classic Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10293;24; $176,76 ;9; $4.242,24 ;09/09/2019;Shipped;Classic Cars;Amica Models & Co.;Via Monte Bianco 34;Torino;Italy;Accorti;Paolo;Medium
10306;34; $146,55 ;14; $4.982,70 ;14/10/2019;Shipped;Classic Cars;AV Stores, Co.;Fauntleroy Circus;Manchester;UK;Ashworth;Victoria;Medium
10314;46; $138,99 ;6; $6.393,54 ;22/10/2019;Shipped;Classic Cars;Heintze Collectables;Smagsloget 45;Aaarhus;Denmark;Ibsen;Palle;Medium
10324;27; $54,33 ;1; $1.466,91 ;05/11/2019;Shipped;Classic Cars;Vitachrome Inc.;2678 Kingston Rd.;NYC;USA;Frick;Michael;Small
10336;33; $123,01 ;11; $4.059,33 ;20/11/2019;Shipped;Classic Cars;La Corne D'abondance, Co.;265, boulevard Charonne;Paris;France;Bertrand;Marie;Medium
10348;47; $102,16 ;4; $4.801,52 ;01/11/2019;Shipped;Classic Cars;Corrida Auto Replicas, Ltd;C/ Araquil, 67;Madrid;Spain;Sommer;Mart¡n;Medium
10358;49; $55,34 ;5; $2.711,66 ;10/12/2019;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10372;40; $146,55 ;4; $5.862,00 ;26/01/2020;Shipped;Classic Cars;Tokyo Collectables, Ltd;2-2-8 Roppongi;Minato-ku;Japan;Shimamura;Akiko;Medium
10382;37; $110,05 ;11; $4.071,85 ;17/02/2020;Shipped;Classic Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10413;47; $175,25 ;3; $8.236,75 ;05/05/2020;Shipped;Classic Cars;Gift Depot Inc.;25593 South Bay Ln.;Bridgewater;USA;King;Julie;Large
10108;45; $136,23 ;4; $6.130,35 ;03/03/2018;Shipped;Classic Cars;Cruz & Sons Co.;15 McCallum Street - NatWest Center #13-03;Makati City;Philippines;Cruz;Arnold;Medium
10122;37; $99,82 ;8; $3.693,34 ;08/05/2018;Shipped;Classic Cars;Marseille Mini Autos;12, rue des Bouchers;Marseille;France;Lebihan;Laurence;Medium
10135;48; $125,66 ;5; $6.031,68 ;02/07/2018;Shipped;Classic Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10147;31; $112,74 ;5; $3.494,94 ;05/09/2018;Shipped;Classic Cars;Collectables For Less Inc.;7825 Douglas Av.;Brickhaven;USA;Nelson;Allen;Medium
10170;47; $116,27 ;4; $5.464,69 ;04/11/2018;Shipped;Classic Cars;Mini Auto Werke;Kirchgasse 6;Graz;Austria;Mendel;Roland;Medium
10181;28; $102,17 ;12; $2.860,76 ;12/11/2018;Shipped;Classic Cars;Herkku Gifts;Drammen 121, PR 744 Sentrum;Bergen;Norway;Oeztan;Veysel;Small
10191;40; $139,75 ;1; $5.590,00 ;20/11/2018;Shipped;Classic Cars;Toms Spezialitten, Ltd;Mehrheimerstr. 369;Koln;Germany;Pfalzheim;Henriette;Medium
10203;20; $112,74 ;6; $2.254,80 ;02/12/2018;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10212;39; $126,84 ;16; $4.946,76 ;16/01/2019;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10225;25; $99,82 ;7; $2.495,50 ;22/02/2019;Shipped;Classic Cars;Vida Sport, Ltd;Grenzacherweg 237;Gensve;Switzerland;Holz;Michael;Small
10238;29; $109,22 ;1; $3.167,38 ;09/04/2019;Shipped;Classic Cars;Danish Wholesale Imports;Vinb'ltet 34;Kobenhavn;Denmark;Petersen;Jytte;Medium
10253;22; $109,22 ;11; $2.402,84 ;01/06/2019;Cancelled;Classic Cars;UK Collectables, Ltd.;Berkeley Gardens 12  Brewery;Liverpool;UK;Devon;Elizabeth;Small
10266;22; $111,57 ;12; $2.454,54 ;06/07/2019;Shipped;Classic Cars;L'ordine Souveniers;Strada Provinciale 124;Reggio Emilia;Italy;Moroni;Maurizio;Small
10276;47; $116,27 ;1; $5.464,69 ;02/08/2019;Shipped;Classic Cars;Online Mini Collectables;7635 Spinnaker Dr.;Brickhaven;USA;Barajas;Miguel;Medium
10287;45; $105,70 ;10; $4.756,50 ;30/08/2019;Shipped;Classic Cars;Vida Sport, Ltd;Grenzacherweg 237;Gensve;Switzerland;Holz;Michael;Medium
10300;29; $137,40 ;3; $3.984,60 ;04/10/2018;Shipped;Classic Cars;Blauer See Auto, Co.;Lyonerstr. 34;Frankfurt;Germany;Keitel;Roland;Medium
10310;24; $129,18 ;8; $3.100,32 ;16/10/2019;Shipped;Classic Cars;Toms Spezialitten, Ltd;Mehrheimerstr. 369;Koln;Germany;Pfalzheim;Henriette;Medium
10320;35; $138,58 ;1; $4.850,30 ;03/11/2019;Shipped;Classic Cars;Volvo Model Replicas, Co;Berguvsvgen  8;Lule;Sweden;Berglund;Christina;Medium
10329;46; $83,63 ;13; $3.846,98 ;15/11/2019;Shipped;Classic Cars;Land of Toys Inc.;897 Long Airport Avenue;NYC;USA;Yu;Kwai;Medium
10341;44; $95,93 ;1; $4.220,92 ;24/11/2019;Shipped;Classic Cars;Salzburg Collectables;Geislweg 14;Salzburg;Austria;Pipps;Georg;Medium
10363;34; $96,73 ;4; $3.288,82 ;06/01/2020;Shipped;Classic Cars;Suominen Souveniers;Software Engineering Center, SEC Oy;Espoo;Finland;Suominen;Kalle;Medium
10376;35; $113,92 ;1; $3.987,20 ;08/02/2020;Shipped;Classic Cars;Boards & Toys Co.;4097 Douglas Av.;Glendale;USA;Young;Leslie;Medium
10389;25; $72,38 ;6; $1.809,50 ;03/03/2020;Shipped;Classic Cars;Scandinavian Gift Ideas;?kergatan 24;Boras;Sweden;Larsson;Maria;Small
10419;10; $109,22 ;11; $1.092,20 ;17/05/2020;Shipped;Classic Cars;Salzburg Collectables;Geislweg 14;Salzburg;Austria;Pipps;Georg;Small
10105;29; $157,45 ;14; $4.566,05 ;11/02/2018;Shipped;Classic Cars;Danish Wholesale Imports;Vinb'ltet 34;Kobenhavn;Denmark;Petersen;Jytte;Medium
10117;39; $152,26 ;8; $5.938,14 ;16/04/2018;Shipped;Classic Cars;Dragon Souveniers, Ltd.;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;Singapore;Singapore;Natividad;Eric;Medium
10127;42; $193,78 ;1; $8.138,76 ;03/06/2018;Shipped;Classic Cars;Muscle Machine Inc;4092 Furth Circle;NYC;USA;Young;Jeff;Large
10142;46; $205,89 ;11; $9.470,94 ;08/08/2018;Shipped;Classic Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Large
10153;49; $143,61 ;10; $7.036,89 ;28/09/2018;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Large
10165;27; $205,89 ;2; $5.559,03 ;22/10/2018;Shipped;Classic Cars;Dragon Souveniers, Ltd.;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;Singapore;Singapore;Natividad;Eric;Medium
10176;50; $157,45 ;1; $7.872,50 ;06/11/2018;Shipped;Classic Cars;L'ordine Souveniers;Strada Provinciale 124;Reggio Emilia;Italy;Moroni;Maurizio;Large
10185;43; $183,40 ;12; $7.886,20 ;14/11/2018;Shipped;Classic Cars;Mini Creations Ltd.;4575 Hillside Dr.;New Bedford;USA;Tam;Wing C;Large
10196;38; $190,32 ;4; $7.232,16 ;26/11/2018;Shipped;Classic Cars;Super Scale Inc.;567 North Pendale Street;New Haven;USA;Murphy;Leslie;Large
10208;20; $155,72 ;12; $3.114,40 ;02/01/2019;Shipped;Classic Cars;Saveley & Henriot, Co.;2, rue du Commerce;Lyon;France;Saveley;Mary;Medium
